query,query_cluster,evidence_type,page,clicks,impressions,ctr,position,trend_3m,12m_clicks,12m_impressions,12m_ctr,12m_position,intent,commercial_value,content_match,recommended_action,implementation_type,scalability,difficulty,opportunity_score
profit margin of microsoft,earnings/profit,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/MSFT,0.0,2.0,0.0,79.5,impression-bearing,0.0,2.0,0.0,79.5,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.49
qsr market cap,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/QSR,0.0,2.0,0.0,88.0,impression-bearing,0.0,2.0,0.0,88.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
rithm capital corp,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/RITM,0.0,2.0,0.0,62.5,impression-bearing,0.0,2.0,0.0,62.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
rithm capital corporation,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/RITM,0.0,2.0,0.0,53.0,impression-bearing,0.0,2.0,0.0,53.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
sherwin williams annual revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/SHW,0.0,2.0,0.0,80.0,impression-bearing,0.0,2.0,0.0,80.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.49
sherwin williams net worth,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/SHW,0.0,2.0,0.0,46.0,impression-bearing,0.0,2.0,0.0,46.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
sherwin williams share price,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/SHW,0.0,2.0,0.0,87.5,impression-bearing,0.0,2.0,0.0,87.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
simply wall street price,other,OBSERVED_GSC,https://www.stockportfolio.pro/vs/simply-wall-st,0.0,2.0,0.0,42.5,impression-bearing,0.0,2.0,0.0,42.5,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
simply wall street subscription,other,OBSERVED_GSC,https://www.stockportfolio.pro/vs/simply-wall-st,0.0,2.0,0.0,53.5,impression-bearing,0.0,2.0,0.0,53.5,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
simply wall street website,other,OBSERVED_GSC,https://www.stockportfolio.pro/vs/simply-wall-st,0.0,2.0,0.0,36.5,impression-bearing,0.0,2.0,0.0,36.5,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=AEP,0.0,2.0,0.0,58.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=AIT,0.0,2.0,0.0,39.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=EPRT,0.0,2.0,0.0,50.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=EVR,0.0,2.0,0.0,50.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=F,0.0,2.0,0.0,47.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=INDV,0.0,2.0,0.0,55.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=LEGN,0.0,2.0,0.0,46.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=ROIV,0.0,2.0,0.0,56.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=SYK,0.0,2.0,0.0,51.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=WD,0.0,2.0,0.0,60.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AERO-vs-AMPX,0.0,2.0,0.0,67.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AGNC-vs-EGP,0.0,2.0,0.0,80.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AHRT-vs-CTO,0.0,2.0,0.0,61.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AMAL-vs-BHRB,0.0,2.0,0.0,42.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AMTB-vs-FSBC,0.0,2.0,0.0,37.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BGSI-vs-SAH,0.0,2.0,0.0,91.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/BRAI-vs-CNXC,0.0,2.0,0.0,31.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/CBU-vs-GBDC,0.0,2.0,0.0,82.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/DVA-vs-EXEL,0.0,2.0,0.0,57.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/DY-vs-LGN,0.0,2.0,0.0,53.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/FLYW-vs-PLAB,0.0,2.0,0.0,47.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/FOUR-vs-XNDU,0.0,2.0,0.0,68.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/FWRD-vs-MTW,0.0,2.0,0.0,70.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/GEVO-vs-LZM,0.0,2.0,0.0,48.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/MAC-vs-RHP,0.0,2.0,0.0,94.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/NTST-vs-VRE,0.0,2.0,0.0,85.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/OCGN-vs-SGMT,0.0,2.0,0.0,54.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/PAX-vs-SRCE,0.0,2.0,0.0,61.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/PM-vs-WMT,0.0,2.0,0.0,39.0,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/RLI-vs-TFSL,0.0,2.0,0.0,48.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
site:stockportfolio.pro,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/SPFI-vs-WRLD,0.0,2.0,0.0,88.5,impression-bearing,0.0,52.0,0.0,34.07692307692308,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
sndx,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/SNDX,0.0,2.0,0.0,87.5,impression-bearing,0.0,2.0,0.0,87.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
sofi stocktwits,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/SOFI-vs-TW,0.0,2.0,0.0,88.5,impression-bearing,0.0,2.0,0.0,88.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.49
solid power stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/SLDP,0.0,2.0,0.0,83.5,impression-bearing,0.0,2.0,0.0,83.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
total sa stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/TTE,0.0,2.0,0.0,67.0,impression-bearing,0.0,2.0,0.0,67.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
under armor net worth,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/UA,0.0,2.0,0.0,40.5,impression-bearing,0.0,2.0,0.0,40.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
under armour income statement,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/UA,0.0,2.0,0.0,30.5,impression-bearing,0.0,2.0,0.0,30.5,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
under armour revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/UA,0.0,2.0,0.0,41.5,impression-bearing,0.0,2.0,0.0,41.5,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.49
upwork revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/UPWK,0.0,2.0,0.0,57.0,impression-bearing,0.0,2.0,0.0,57.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.49
wts coinbase account -site:coinbase.com,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks,0.0,2.0,0.0,37.0,impression-bearing,0.0,2.0,0.0,37.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.49
"""open geni""",other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AMC-vs-GENI,0.0,1.0,0.0,40.0,impression-bearing,0.0,3.0,0.0,43.333333333333336,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
$pl stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/PL,0.0,1.0,0.0,81.0,impression-bearing,0.0,1.0,0.0,81.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
1 share of meta,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/META,0.0,1.0,0.0,80.0,impression-bearing,0.0,1.0,0.0,80.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
aaav,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AAL-vs-AVAV,0.0,1.0,0.0,72.0,impression-bearing,0.0,1.0,0.0,72.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
aapl nvda,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/AAPL-vs-NVDA,0.0,1.0,0.0,54.0,impression-bearing,0.0,1.0,0.0,54.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
abat stock stocktwits,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/ABAT-vs-MTW,0.0,1.0,0.0,73.0,impression-bearing,0.0,1.0,0.0,73.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
abm industries competitors,other,OBSERVED_GSC,https://www.stockportfolio.pro/compare/ABM-vs-FA,0.0,1.0,0.0,88.0,impression-bearing,0.0,1.0,0.0,88.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"comparison template: expose metric evidence, filing period and CTA",1,2,14.12
aci worldwide revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/ACIW,0.0,1.0,0.0,42.0,impression-bearing,0.0,1.0,0.0,42.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.12
acushnet holdings,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOLF,0.0,1.0,0.0,50.0,impression-bearing,0.0,1.0,0.0,50.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
acushnet holdings corp,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOLF,0.0,1.0,0.0,44.0,impression-bearing,0.0,1.0,0.0,44.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
adt annual revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/ADT,0.0,1.0,0.0,46.0,impression-bearing,0.0,2.0,0.0,47.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.12
alb performance,other,OBSERVED_GSC,https://www.stockportfolio.pro/company?symbol=ALB,0.0,1.0,0.0,86.0,impression-bearing,0.0,1.0,0.0,86.0,financial research,4,review,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
albertsons ticker symbol,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/ACI,0.0,1.0,0.0,78.0,impression-bearing,0.0,1.0,0.0,78.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
algonquin stock,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/AQN,0.0,1.0,0.0,67.0,impression-bearing,0.0,1.0,0.0,67.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
alphabet annual revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOGL,0.0,1.0,0.0,81.0,impression-bearing,0.0,1.0,0.0,81.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.12
alphabet revenue,revenue,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/GOOGL,0.0,1.0,0.0,74.0,impression-bearing,0.0,1.0,0.0,74.0,financial research,4,strong,IMPROVE_TEMPLATE,"stock metric template: add period, source, chart and related metric links",1,2,14.12
amprius technologies stocks,other,OBSERVED_GSC,https://www.stockportfolio.pro/stocks/AMPX,0.0,1.0,0.0,68.0,impression-bearing,0.0,1.0,0.0,68.0,financial research,4,strong,IMPROVE_EXISTING_PAGE,"add a direct, source-backed answer and contextual product CTA",1,2,14.12
